F,S11,S21,S31,S41,S12,S22,S32,S42,S13,S23,S33,S43,S14,S24,S34,S44,S11',S21',S31',S41',S12',S22',S32',S42',S13',S23',S33',S43',S14',S24',S34',S44'
1.36,-50.631484,-0.011231644,-56.054834,-62.158195,-0.011231644,-50.634828,-62.158193,-56.054496,-56.054833,-62.158195,-50.631484,-0.011231644,-62.158193,-56.054496,-0.011231644,-50.634831,-50.631484,-0.011231644,-56.054834,-62.158195,-0.011231644,-50.634828,-62.158193,-56.054496,-56.054833,-62.158195,-50.631484,-0.011231644,-62.158193,-56.054496,-0.011231644,-50.634831
1.38,-50.524556,-0.011263667,-55.929193,-62.035291,-0.011263667,-50.527917,-62.035288,-55.928854,-55.929193,-62.03529,-50.524556,-0.011263667,-62.035288,-55.928855,-0.011263667,-50.527921,-50.524556,-0.011263667,-55.929193,-62.035291,-0.011263667,-50.527917,-62.035288,-55.928854,-55.929193,-62.03529,-50.524556,-0.011263667,-62.035288,-55.928855,-0.011263667,-50.527921
1.4,-50.418757,-0.011297057,-55.805345,-61.914079,-0.011297057,-50.422138,-61.914077,-55.805006,-55.805345,-61.914079,-50.418757,-0.011297057,-61.914077,-55.805006,-0.011297057,-50.422141,-50.418757,-0.011297057,-55.805345,-61.914079,-0.011297057,-50.422138,-61.914077,-55.805006,-55.805345,-61.914079,-50.418757,-0.011297057,-61.914077,-55.805006,-0.011297057,-50.422141
1.42,-50.314073,-0.011330259,-55.683241,-61.794517,-0.011330259,-50.317472,-61.794514,-55.6829,-55.683241,-61.794516,-50.314073,-0.011330259,-61.794514,-55.6829,-0.011330259,-50.317475,-50.314073,-0.011330259,-55.683241,-61.794517,-0.011330259,-50.317472,-61.794514,-55.6829,-55.683241,-61.794516,-50.314073,-0.011330259,-61.794514,-55.6829,-0.011330259,-50.317475
1.4399999,-50.210486,-0.01136431,-55.562831,-61.676561,-0.01136431,-50.213903,-61.676558,-55.562489,-55.562831,-61.676561,-50.210487,-0.01136431,-61.676559,-55.56249,-0.01136431,-50.213906,-50.210486,-0.01136431,-55.562831,-61.676561,-0.01136431,-50.213903,-61.676558,-55.562489,-55.562831,-61.676561,-50.210487,-0.01136431,-61.676559,-55.56249,-0.01136431,-50.213906
1.4599999,-50.107981,-0.011398692,-55.444071,-61.560171,-0.011398692,-50.111415,-61.560168,-55.443728,-55.444071,-61.560171,-50.107981,-0.011398692,-61.560169,-55.443728,-0.011398692,-50.111418,-50.107981,-0.011398692,-55.444071,-61.560171,-0.011398692,-50.111415,-61.560168,-55.443728,-55.444071,-61.560171,-50.107981,-0.011398692,-61.560169,-55.443728,-0.011398692,-50.111418
1.4799999,-50.006541,-0.011433405,-55.326916,-61.445307,-0.011433405,-50.009993,-61.445305,-55.326573,-55.326916,-61.445307,-50.006541,-0.011433405,-61.445306,-55.326573,-0.011433405,-50.009995,-50.006541,-0.011433405,-55.326916,-61.445307,-0.011433405,-50.009993,-61.445305,-55.326573,-55.326916,-61.445307,-50.006541,-0.011433405,-61.445306,-55.326573,-0.011433405,-50.009995
1.5,-49.90615,-0.011468449,-55.211325,-61.331932,-0.011468448,-49.909618,-61.33193,-55.21098,-55.211326,-61.331932,-49.90615,-0.011468449,-61.331931,-55.21098,-0.011468448,-49.90962,-49.90615,-0.011468449,-55.211325,-61.331932,-0.011468448,-49.909618,-61.33193,-55.21098,-55.211326,-61.331932,-49.90615,-0.011468449,-61.331931,-55.21098,-0.011468448,-49.90962
1.52,-49.806793,-0.011504342,-55.097257,-61.220009,-0.011504342,-49.810277,-61.220007,-55.096911,-55.097257,-61.220009,-49.806793,-0.011504342,-61.220007,-55.096912,-0.011504342,-49.810279,-49.806793,-0.011504342,-55.097257,-61.220009,-0.011504342,-49.810277,-61.220007,-55.096911,-55.097257,-61.220009,-49.806793,-0.011504342,-61.220007,-55.096912,-0.011504342,-49.810279
1.54,-49.708452,-0.011540048,-54.984671,-61.109502,-0.011540048,-49.711953,-61.1095,-54.984325,-54.984671,-61.109502,-49.708452,-0.011540048,-61.109501,-54.984326,-0.011540048,-49.711955,-49.708452,-0.011540048,-54.984671,-61.109502,-0.011540048,-49.711953,-61.1095,-54.984325,-54.984671,-61.109502,-49.708452,-0.011540048,-61.109501,-54.984326,-0.011540048,-49.711955
1.5599999,-49.611115,-0.011576604,-54.873533,-61.000378,-0.011576604,-49.614631,-61.000375,-54.873186,-54.873533,-61.000378,-49.611114,-0.011576604,-61.000376,-54.873186,-0.011576604,-49.614633,-49.611115,-0.011576604,-54.873533,-61.000378,-0.011576604,-49.614631,-61.000375,-54.873186,-54.873533,-61.000378,-49.611114,-0.011576604,-61.000376,-54.873186,-0.011576604,-49.614633
1.5799999,-49.514762,-0.011613492,-54.763803,-60.892603,-0.011613492,-49.518295,-60.8926,-54.763455,-54.763803,-60.892603,-49.514762,-0.011613492,-60.892601,-54.763456,-0.011613492,-49.518297,-49.514762,-0.011613492,-54.763803,-60.892603,-0.011613492,-49.518295,-60.8926,-54.763455,-54.763803,-60.892603,-49.514762,-0.011613492,-60.892601,-54.763456,-0.011613492,-49.518297
1.5999999,-49.419382,-0.011650711,-54.655449,-60.786146,-0.011650711,-49.42293,-60.786143,-54.6551,-54.65545,-60.786146,-49.419382,-0.011650711,-60.786143,-54.655101,-0.011650711,-49.422932,-49.419382,-0.011650711,-54.655449,-60.786146,-0.011650711,-49.42293,-60.786143,-54.6551,-54.65545,-60.786146,-49.419382,-0.011650711,-60.786143,-54.655101,-0.011650711,-49.422932
1.62,-49.324958,-0.011687743,-54.548436,-60.680976,-0.011687743,-49.328521,-60.680974,-54.548087,-54.548436,-60.680976,-49.324958,-0.011687743,-60.680974,-54.548087,-0.011687743,-49.328523,-49.324958,-0.011687743,-54.548436,-60.680976,-0.011687743,-49.328521,-60.680974,-54.548087,-54.548436,-60.680976,-49.324958,-0.011687743,-60.680974,-54.548087,-0.011687743,-49.328523
1.64,-49.231476,-0.011726145,-54.442733,-60.577063,-0.011726145,-49.235053,-60.577061,-54.442382,-54.442732,-60.577064,-49.231476,-0.011726145,-60.577061,-54.442383,-0.011726145,-49.235056,-49.231476,-0.011726145,-54.442733,-60.577063,-0.011726145,-49.235053,-60.577061,-54.442382,-54.442732,-60.577064,-49.231476,-0.011726145,-60.577061,-54.442383,-0.011726145,-49.235056
1.66,-49.13892,-0.011765397,-54.338307,-60.47438,-0.011765397,-49.142513,-60.474378,-54.337956,-54.338307,-60.47438,-49.138921,-0.011765397,-60.474378,-54.337956,-0.011765397,-49.142516,-49.13892,-0.011765397,-54.338307,-60.47438,-0.011765397,-49.142513,-60.474378,-54.337956,-54.338307,-60.47438,-49.138921,-0.011765397,-60.474378,-54.337956,-0.011765397,-49.142516
1.6799999,-49.047278,-0.011803944,-54.235129,-60.372898,-0.011803944,-49.050886,-60.372896,-54.234777,-54.235129,-60.372898,-49.047279,-0.011803944,-60.372896,-54.234777,-0.011803944,-49.050888,-49.047278,-0.011803944,-54.235129,-60.372898,-0.011803944,-49.050886,-60.372896,-54.234777,-54.235129,-60.372898,-49.047279,-0.011803944,-60.372896,-54.234777,-0.011803944,-49.050888
1.6999999,-48.956535,-0.011843342,-54.133169,-60.272591,-0.011843342,-48.960156,-60.272589,-54.132818,-54.133169,-60.272591,-48.956534,-0.011843342,-60.272589,-54.132817,-0.011843342,-48.960158,-48.956535,-0.011843342,-54.133169,-60.272591,-0.011843342,-48.960156,-60.272589,-54.132818,-54.133169,-60.272591,-48.956534,-0.011843342,-60.272589,-54.132817,-0.011843342,-48.960158
1.7199999,-48.866675,-0.011883591,-54.032401,-60.173431,-0.011883591,-48.870311,-60.17343,-54.032048,-54.032401,-60.173433,-48.866676,-0.011883591,-60.173429,-54.032048,-0.011883591,-48.870314,-48.866675,-0.011883591,-54.032401,-60.173431,-0.011883591,-48.870311,-60.17343,-54.032048,-54.032401,-60.173433,-48.866676,-0.011883591,-60.173429,-54.032048,-0.011883591,-48.870314
1.74,-48.777687,-0.011924173,-53.932797,-60.075397,-0.011924173,-48.781337,-60.075394,-53.932443,-53.932797,-60.075397,-48.777687,-0.011924173,-60.075395,-53.932443,-0.011924173,-48.781339,-48.777687,-0.011924173,-53.932797,-60.075397,-0.011924173,-48.781337,-60.075394,-53.932443,-53.932797,-60.075397,-48.777687,-0.011924173,-60.075395,-53.932443,-0.011924173,-48.781339
1.76,-48.689557,-0.011964569,-53.83433,-59.978461,-0.011964568,-48.693221,-59.978458,-53.833974,-53.83433,-59.978461,-48.689557,-0.011964569,-59.978459,-53.833974,-0.011964568,-48.693223,-48.689557,-0.011964569,-53.83433,-59.978461,-0.011964568,-48.693221,-59.978458,-53.833974,-53.83433,-59.978461,-48.689557,-0.011964569,-59.978459,-53.833974,-0.011964568,-48.693223
1.78,-48.60227,-0.012005816,-53.736975,-59.882601,-0.012005298,-48.605948,-59.882598,-53.736617,-53.736975,-59.882601,-48.602271,-0.012005816,-59.882599,-53.736618,-0.012005816,-48.605951,-48.60227,-0.012005816,-53.736975,-59.882601,-0.012005298,-48.605948,-59.882598,-53.736617,-53.736975,-59.882601,-48.602271,-0.012005816,-59.882599,-53.736618,-0.012005816,-48.605951
1.8,-48.515815,-0.012047397,-53.640706,-59.787794,-0.012047397,-48.519508,-59.787792,-53.64035,-53.640706,-59.787794,-48.515816,-0.012047397,-59.787791,-53.640351,-0.012047397,-48.51951,-48.515815,-0.012047397,-53.640706,-59.787794,-0.012047397,-48.519508,-59.787792,-53.64035,-53.640706,-59.787794,-48.515816,-0.012047397,-59.787791,-53.640351,-0.012047397,-48.51951
1.8199999,-48.43018,-0.012089311,-53.545503,-59.694019,-0.01208931,-48.433885,-59.694016,-53.545145,-53.545503,-59.694019,-48.43018,-0.012089311,-59.694017,-53.545146,-0.01208931,-48.433887,-48.43018,-0.012089311,-53.545503,-59.694019,-0.01208931,-48.433885,-59.694016,-53.545145,-53.545503,-59.694019,-48.43018,-0.012089311,-59.694017,-53.545146,-0.01208931,-48.433887
1.8399999,-48.34535,-0.012131558,-53.451342,-59.601252,-0.012131557,-48.349069,-59.601251,-53.450983,-53.451342,-59.601252,-48.34535,-0.012131558,-59.60125,-53.450983,-0.012131557,-48.349071,-48.34535,-0.012131558,-53.451342,-59.601252,-0.012131557,-48.349069,-59.601251,-53.450983,-53.451342,-59.601252,-48.34535,-0.012131558,-59.60125,-53.450983,-0.012131557,-48.349071
1.8599999,-48.261314,-0.012174657,-53.358197,-59.509475,-0.012174657,-48.265046,-59.509473,-53.357838,-53.358197,-59.509476,-48.261314,-0.012174657,-59.509473,-53.357838,-0.012174657,-48.265048,-48.261314,-0.012174657,-53.358197,-59.509475,-0.012174657,-48.265046,-59.509473,-53.357838,-53.358197,-59.509476,-48.261314,-0.012174657,-59.509473,-53.357838,-0.012174657,-48.265048
1.88,-48.17806,-0.012217571,-53.26605,-59.418667,-0.012217571,-48.181805,-59.418665,-53.265691,-53.26605,-59.418668,-48.17806,-0.012217571,-59.418665,-53.265691,-0.012217571,-48.181807,-48.17806,-0.012217571,-53.26605,-59.418667,-0.012217571,-48.181805,-59.418665,-53.265691,-53.26605,-59.418668,-48.17806,-0.012217571,-59.418665,-53.265691,-0.012217571,-48.181807
1.9,-48.095575,-0.012261338,-53.174881,-59.328808,-0.012261338,-48.099333,-59.328805,-53.17452,-53.174881,-59.328808,-48.095575,-0.012261338,-59.328807,-53.17452,-0.012261338,-48.099335,-48.095575,-0.012261338,-53.174881,-59.328808,-0.012261338,-48.099333,-59.328805,-53.17452,-53.174881,-59.328808,-48.095575,-0.012261338,-59.328807,-53.17452,-0.012261338,-48.099335
1.92,-48.013849,-0.012305439,-53.084668,-59.239881,-0.012305439,-48.017621,-59.239878,-53.084306,-53.084668,-59.239881,-48.013849,-0.012305439,-59.239878,-53.084307,-0.012305439,-48.017622,-48.013849,-0.012305439,-53.084668,-59.239881,-0.012305439,-48.017621,-59.239878,-53.084306,-53.084668,-59.239881,-48.013849,-0.012305439,-59.239878,-53.084307,-0.012305439,-48.017622
1.9399999,-47.932869,-0.012349355,-52.995393,-59.151864,-0.012349355,-47.936654,-59.151862,-52.995029,-52.995393,-59.151865,-47.93287,-0.012349355,-59.151862,-52.995029,-0.012349355,-47.936656,-47.932869,-0.012349355,-52.995393,-59.151864,-0.012349355,-47.936654,-59.151862,-52.995029,-52.995393,-59.151865,-47.93287,-0.012349355,-59.151862,-52.995029,-0.012349355,-47.936656
1.9599999,-47.852625,-0.012394125,-52.907034,-59.064743,-0.012394125,-47.856423,-59.06474,-52.906671,-52.907034,-59.064743,-47.852625,-0.012394125,-59.064741,-52.906671,-0.012394125,-47.856425,-47.852625,-0.012394125,-52.907034,-59.064743,-0.012394125,-47.856423,-59.06474,-52.906671,-52.907034,-59.064743,-47.852625,-0.012394125,-59.064741,-52.906671,-0.012394125,-47.856425
1.9799999,-47.773105,-0.012439229,-52.819575,-58.978498,-0.012439228,-47.776917,-58.978495,-52.819211,-52.819575,-58.978498,-47.773106,-0.012439229,-58.978496,-52.819211,-0.012439228,-47.776918,-47.773105,-0.012439229,-52.819575,-58.978498,-0.012439228,-47.776917,-58.978495,-52.819211,-52.819575,-58.978498,-47.773106,-0.012439229,-58.978496,-52.819211,-0.012439228,-47.776918
2,-47.694301,-0.012484667,-52.732999,-58.893114,-0.012484667,-47.698124,-58.893111,-52.732633,-52.732999,-58.893113,-47.6943,-0.012484667,-58.893112,-52.732633,-0.012484667,-47.698126,-47.694301,-0.012484667,-52.732999,-58.893114,-0.012484667,-47.698124,-58.893111,-52.732633,-52.732999,-58.893113,-47.6943,-0.012484667,-58.893112,-52.732633,-0.012484667,-47.698126
2.02,-47.616198,-0.01253044,-52.647286,-58.808572,-0.01253044,-47.620034,-58.80857,-52.646919,-52.647286,-58.808573,-47.616198,-0.01253044,-58.80857,-52.64692,-0.01253044,-47.620035,-47.616198,-0.01253044,-52.647286,-58.808572,-0.01253044,-47.620034,-58.80857,-52.646919,-52.647286,-58.808573,-47.616198,-0.01253044,-58.80857,-52.64692,-0.01253044,-47.620035
2.04,-47.538787,-0.012577067,-52.562421,-58.72486,-0.012577067,-47.542637,-58.724857,-52.562054,-52.562421,-58.72486,-47.538789,-0.012577067,-58.724857,-52.562055,-0.012577067,-47.542638,-47.538787,-0.012577067,-52.562421,-58.72486,-0.012577067,-47.542637,-58.724857,-52.562054,-52.562421,-58.72486,-47.538789,-0.012577067,-58.724857,-52.562055,-0.012577067,-47.542638
2.0599999,-47.462061,-0.012624029,-52.478388,-58.641959,-0.012624029,-47.465922,-58.641957,-52.47802,-52.478388,-58.64196,-47.462061,-0.012624029,-58.641957,-52.47802,-0.012624029,-47.465924,-47.462061,-0.012624029,-52.478388,-58.641959,-0.012624029,-47.465922,-58.641957,-52.47802,-52.478388,-58.64196,-47.462061,-0.012624029,-58.641957,-52.47802,-0.012624029,-47.465924
2.0799999,-47.386006,-0.012670808,-52.395169,-58.559856,-0.012670807,-47.389881,-58.559855,-52.394801,-52.395169,-58.559857,-47.386007,-0.012670808,-58.559855,-52.394801,-0.012670807,-47.389882,-47.386006,-0.012670808,-52.395169,-58.559856,-0.012670807,-47.389881,-58.559855,-52.394801,-52.395169,-58.559857,-47.386007,-0.012670808,-58.559855,-52.394801,-0.012670807,-47.389882
2.0999999,-47.310614,-0.012718959,-52.312751,-58.478537,-0.01271844,-47.314501,-58.478534,-52.312381,-52.312751,-58.478537,-47.310615,-0.012718959,-58.478534,-52.312382,-0.01271844,-47.314503,-47.310614,-0.012718959,-52.312751,-58.478537,-0.01271844,-47.314501,-58.478534,-52.312381,-52.312751,-58.478537,-47.310615,-0.012718959,-58.478534,-52.312382,-0.01271844,-47.314503
2.1199999,-47.235876,-0.012766409,-52.231118,-58.397985,-0.012766409,-47.239774,-58.397982,-52.230748,-52.231118,-58.397986,-47.235876,-0.012766409,-58.397982,-52.230748,-0.012766409,-47.239777,-47.235876,-0.012766409,-52.231118,-58.397985,-0.012766409,-47.239774,-58.397982,-52.230748,-52.231118,-58.397986,-47.235876,-0.012766409,-58.397982,-52.230748,-0.012766409,-47.239777
2.1399999,-47.161781,-0.012814713,-52.150255,-58.318188,-0.012814712,-47.165692,-58.318185,-52.149885,-52.150255,-58.318188,-47.16178,-0.012814713,-58.318186,-52.149885,-0.012814712,-47.165694,-47.161781,-0.012814713,-52.150255,-58.318188,-0.012814712,-47.165692,-58.318185,-52.149885,-52.150255,-58.318188,-47.16178,-0.012814713,-58.318186,-52.149885,-0.012814712,-47.165694
2.1599998,-47.088319,-0.012863353,-52.070148,-58.239134,-0.012863353,-47.092244,-58.239131,-52.069777,-52.070149,-58.239134,-47.08832,-0.012863353,-58.239131,-52.069777,-0.012863353,-47.092246,-47.088319,-0.012863353,-52.070148,-58.239134,-0.012863353,-47.092244,-58.239131,-52.069777,-52.070149,-58.239134,-47.08832,-0.012863353,-58.239131,-52.069777,-0.012863353,-47.092246
2.1799998,-47.015485,-0.012912329,-51.990785,-58.160806,-0.012912329,-47.019421,-58.160804,-51.990413,-51.990785,-58.160807,-47.015484,-0.012912329,-58.160804,-51.990413,-0.012912329,-47.019422,-47.015485,-0.012912329,-51.990785,-58.160806,-0.012912329,-47.019421,-58.160804,-51.990413,-51.990785,-58.160807,-47.015484,-0.012912329,-58.160804,-51.990413,-0.012912329,-47.019422
2.2,-46.943265,-0.01296216,-51.91215,-58.083194,-0.01296216,-46.947215,-58.083192,-51.911777,-51.91215,-58.083195,-46.943266,-0.01296216,-58.083192,-51.911777,-0.01296216,-46.947216,-46.943265,-0.01296216,-51.91215,-58.083194,-0.01296216,-46.947215,-58.083192,-51.911777,-51.91215,-58.083195,-46.943266,-0.01296216,-58.083192,-51.911777,-0.01296216,-46.947216
2.22,-46.871654,-0.01301181,-51.834232,-58.006286,-0.013011809,-46.875615,-58.006283,-51.833858,-51.834232,-58.006287,-46.871654,-0.01301181,-58.006284,-51.833858,-0.013011809,-46.875616,-46.871654,-0.01301181,-51.834232,-58.006286,-0.013011809,-46.875615,-58.006283,-51.833858,-51.834232,-58.006287,-46.871654,-0.01301181,-58.006284,-51.833858,-0.013011809,-46.875616
2.24,-46.800642,-0.013061795,-51.757017,-57.930068,-0.013061795,-46.804615,-57.930065,-51.756642,-51.757017,-57.930069,-46.800642,-0.013061795,-57.930066,-51.756642,-0.013061795,-46.804616,-46.800642,-0.013061795,-51.757017,-57.930068,-0.013061795,-46.804615,-57.930065,-51.756642,-51.757017,-57.930069,-46.800642,-0.013061795,-57.930066,-51.756642,-0.013061795,-46.804616
2.26,-46.73022,-0.013112118,-51.680493,-57.854529,-0.013112118,-46.734205,-57.854527,-51.680117,-51.680493,-57.85453,-46.73022,-0.013112118,-57.854528,-51.680118,-0.013112118,-46.734207,-46.73022,-0.013112118,-51.680493,-57.854529,-0.013112118,-46.734205,-57.854527,-51.680117,-51.680493,-57.85453,-46.73022,-0.013112118,-57.854528,-51.680118,-0.013112118,-46.734207
2.28,-46.660381,-0.013162778,-51.604648,-57.779659,-0.013162777,-46.664379,-57.779657,-51.604272,-51.604648,-57.779659,-46.660381,-0.013162778,-57.779656,-51.604272,-0.013162777,-46.66438,-46.660381,-0.013162778,-51.604648,-57.779659,-0.013162777,-46.664379,-57.779657,-51.604272,-51.604648,-57.779659,-46.660381,-0.013162778,-57.779656,-51.604272,-0.013162777,-46.66438
2.3,-46.591115,-0.013214293,-51.529471,-57.705444,-0.013214293,-46.595126,-57.705441,-51.529094,-51.529471,-57.705444,-46.591116,-0.013214293,-57.705442,-51.529094,-0.013214293,-46.595128,-46.591115,-0.013214293,-51.529471,-57.705444,-0.013214293,-46.595126,-57.705441,-51.529094,-51.529471,-57.705444,-46.591116,-0.013214293,-57.705442,-51.529094,-0.013214293,-46.595128
2.3199999,-46.522417,-0.013265627,-51.454949,-57.631874,-0.013265627,-46.52644,-57.631872,-51.454571,-51.454949,-57.631875,-46.522417,-0.013265627,-57.631872,-51.454572,-0.013265627,-46.526441,-46.522417,-0.013265627,-51.454949,-57.631874,-0.013265627,-46.52644,-57.631872,-51.454571,-51.454949,-57.631875,-46.522417,-0.013265627,-57.631872,-51.454572,-0.013265627,-46.526441
2.3399999,-46.454277,-0.013318336,-51.381073,-57.55894,-0.013318336,-46.458313,-57.558937,-51.380694,-51.381073,-57.558941,-46.454278,-0.013318336,-57.558938,-51.380694,-0.013318336,-46.458313,-46.454277,-0.013318336,-51.381073,-57.55894,-0.013318336,-46.458313,-57.558937,-51.380694,-51.381073,-57.558941,-46.454278,-0.013318336,-57.558938,-51.380694,-0.013318336,-46.458313
2.3599999,-46.386688,-0.013370346,-51.30783,-57.48663,-0.013370346,-46.390735,-57.486627,-51.30745,-51.30783,-57.486631,-46.386688,-0.013370346,-57.486627,-51.30745,-0.013370346,-46.390736,-46.386688,-0.013370346,-51.30783,-57.48663,-0.013370346,-46.390735,-57.486627,-51.30745,-51.30783,-57.486631,-46.386688,-0.013370346,-57.486627,-51.30745,-0.013370346,-46.390736
2.3799999,-46.319642,-0.013422693,-51.23521,-57.414933,-0.013422693,-46.323702,-57.414931,-51.23483,-51.23521,-57.414935,-46.319643,-0.013422693,-57.414932,-51.23483,-0.013422693,-46.323703,-46.319642,-0.013422693,-51.23521,-57.414933,-0.013422693,-46.323702,-57.414931,-51.23483,-51.23521,-57.414935,-46.319643,-0.013422693,-57.414932,-51.23483,-0.013422693,-46.323703
2.3999999,-46.253133,-0.013476416,-51.163204,-57.343842,-0.013475897,-46.257204,-57.34384,-51.162822,-51.163204,-57.343843,-46.253133,-0.013476416,-57.34384,-51.162823,-0.013475897,-46.257206,-46.253133,-0.013476416,-51.163204,-57.343842,-0.013475897,-46.257204,-57.34384,-51.162822,-51.163204,-57.343843,-46.253133,-0.013476416,-57.34384,-51.162823,-0.013475897,-46.257206
2.4199998,-46.187153,-0.013529959,-51.0918,-57.273345,-0.01352944,-46.191236,-57.273342,-51.091419,-51.0918,-57.273345,-46.187152,-0.013529959,-57.273342,-51.091419,-0.01352944,-46.191236,-46.187153,-0.013529959,-51.0918,-57.273345,-0.01352944,-46.191236,-57.273342,-51.091419,-51.0918,-57.273345,-46.187152,-0.013529959,-57.273342,-51.091419,-0.01352944,-46.191236
